-29.0820,-64.9875,0
-28.9927,-65.8415,0
-27.7850,-64.8075,0
-23.4314,-65.0157,0
  4.4327,-75.8583,0
-28.7971,-61.6051,0
-27.7456,-48.7748,0
-25.0356,-49.1366,0
-29.0727,-50.7886,0
-18.7255,-66.3111,0
  1.0089,-70.4282,0
-10.6995,-59.8307,0
 45.7815,-28.1730,0
-13.4039,-54.9430,0
-14.0960,-55.3035,0
-28.6815,-49.1300,0
-29.8820,-58.9783,0
-21.5434,-49.9750,0
-27.7092,-53.3738,0
-28.5845,-65.1192,0
-26.3969,-64.0340,0
 -5.5831,-42.1193,0
-28.3246,-64.7638,0
-21.8227,-65.8392,0
-19.8296,-52.3808,0
-29.9519,-60.7226,0
-29.3483,-60.9962,0
-27.8610,-64.8233,0
-22.7329,-47.0162,0
-14.7733,-54.7812,0
-28.9587,-60.4249,0
-28.4875,-64.2937,0
-24.9146,-49.1882,0
-29.0312,-48.4902,0
-27.3585,-50.1976,0
-25.0761,-52.9950,0
-28.6127,-49.0874,0
-11.9253,-57.2225,3
 -8.9790,-60.2758,0
-14.0941,-55.3823,0
-16.2137,-69.9435,0
-29.7194,-60.6629,0
-26.9633,-48.5142,0
-21.8598,-46.9842,0
-21.1743,-50.2579,0
-29.2609,-60.5627,0
-22.1645,-49.4335,0
-28.3264,-64.6584,0
-29.4301,-60.2567,0
-10.6222,-60.0755,0
-13.3389,-54.8034,0
 -3.1986,-47.1381,0
 -5.4994,-40.8380,0
-29.0786,-61.4603,0
-12.0097,-57.0795,0
 -2.3653,-49.6792,0
-13.9633,-55.3447,0
-27.6496,-64.9508,0
-21.6287,-49.8903,0
-16.8733,-60.3962,0
 -2.6713,-49.2650,0
 -7.7731,-39.6913,0
-13.4584,-54.9876,0
-22.1762,-49.4892,0
-24.9648,-53.0272,0
-22.7502,-46.9294,0
-28.3266,-64.6619,0
-27.0047,-51.8709,0
-17.9122,-67.1055,0
-13.2948,-52.8408,0
-14.8346,-71.8794,0
-29.8017,-61.5028,0
-13.3229,-55.4257,0
-13.2969,-54.8082,0
-16.8108,-60.4943,0
-21.8701,-49.7252,0
-28.8639,-61.5393,0
 -5.6334,-40.9677,0
-14.5142,-61.7007,0
 -8.9691,-56.0169,0
-33.3066,-45.8645,0
-29.5783,-58.6732,0
  5.9332,-76.4307,0
 -7.5375,-54.1854,0
-21.4362,-65.7608,0
-21.9884,-65.8991,0
-26.8907,-48.4258,0
-28.5574,-49.1378,0
-29.3135,-60.8838,0
-19.6877,-52.6228,0
-29.5195,-60.3204,0
-22.8271,-51.1026,0
-17.9882,-65.2355,0
-29.3469,-51.1344,0
-27.2164,-67.5454,0
-25.4639,-53.7622,0
-13.3388,-54.9079,0
-26.2627,-65.0885,0
-29.1910,-60.5993,0
-28.5610,-64.5611,0
-13.9153,-55.3161,0
-14.0947,-55.3194,0
-21.7189,-65.7858,0
-22.8125,-50.8396,0
-25.3131,-53.9825,0
-29.1590,-59.2773,0
-14.0684,-61.7752,0
-14.8230,-71.4976,0
 -5.8719,-40.5704,0
-29.0886,-61.0085,0
-13.3838,-55.3775,0
