-16.9190,-68.9546,0
-39.0155,-63.7257,0
-10.9537,-47.7375,0
 22.9777,-94.8505,0
-37.6403,-63.7594,0
-21.2057,-45.2099,0
-38.1382,-63.6894,0
-28.1353,-48.6508,0
-28.8026,-49.5163,0
-36.2217,-64.1022,0
-28.1497,-55.2740,0
 29.6116,-88.9703,0
-34.2395,-67.1973,0
-35.0810,-65.5072,0
-35.9638,-65.1804,0
 25.9560,-91.4257,0
-38.0820,-63.4703,0
-27.6433,-50.6442,0
-36.2239,-64.0037,0
-26.5907,-58.2889,0
-10.0872,-47.7346,0
-40.3187,-63.5031,0
-36.2310,-64.2602,0
-36.5911,-64.5858,0
 -3.5101,-50.8629,0
-28.1247,-49.6212,0
-34.9448,-66.0064,0
-28.4977,-55.0393,0
 23.8672,-93.5081,0
 -0.2863,-75.2710,0
-34.4409,-66.7486,0
-37.7240,-63.5947,0
-28.2516,-55.1984,0
-17.5960,-68.1339,0
-28.3615,-48.9335,0
-34.2790,-66.8893,0
-11.2648,-56.5157,0
-21.2630,-45.1986,0
-40.6623,-66.2887,0
-37.9948,-63.5597,0
-36.7502,-63.7820,0
-40.5383,-63.4617,0
-20.5006,-41.8755,0
-36.2664,-64.1588,0
-36.2556,-63.9698,0
-28.0839,-55.2737,3
-35.0736,-65.9988,0
-11.2338,-56.0105,3
-10.5119,-47.7168,0
-10.1755,-46.9548,0
-28.1865,-48.7604,0
 24.6693,-94.8356,0
-11.2643,-56.6566,0
-36.6003,-64.3732,0
 -8.9979,-55.3723,3
-37.8406,-63.5057,0
 -3.3613,-51.0072,0
-40.4835,-63.3670,0
-26.7901,-56.1667,0
-10.4552,-54.0308,0
 23.8498,-93.3736,0
-37.5504,-63.4473,0
-11.2342,-55.9357,0
-41.8078,-64.0683,0
-33.8402,-67.8893,0
 25.5040,-94.8636,0
-28.1430,-55.1853,0
-34.3559,-68.2136,0
-27.9095,-50.5026,0
-15.9596,-70.2667,0
-34.6656,-66.6018,0
 -0.6308,-67.1852,0
-20.6746,-44.3260,0
-28.9538,-55.2145,0
-36.3713,-64.1407,0
 24.1772,-94.1967,0
 26.0100,-91.4136,0
-10.2560,-54.0575,0
 -9.0486,-55.2759,0
-17.1207,-68.7677,0
-38.0704,-63.6588,0
-15.7954,-70.3079,0
-34.0608,-67.1879,0
-16.6451,-69.0296,0
 -9.2406,-54.6546,0
-10.2895,-48.2617,3
 23.8406,-93.4427,0
-28.5278,-54.9646,0
-40.2209,-63.8017,0
-27.5761,-50.8442,0
-19.6629,-65.9826,0
 25.0974,-93.1618,0
-38.1518,-63.5296,0
-35.6450,-65.8478,0
-10.3999,-48.2184,0
-26.6666,-58.2569,0
-28.1415,-55.2560,0
-15.0333,-60.0584,0
-34.4521,-68.5010,0
-28.2085,-48.7634,0
 25.5793,-91.7470,0
-37.7630,-63.5047,0
-27.6143,-50.7723,0
-35.2547,-66.0314,0
-11.3247,-56.7410,0
-21.3294,-45.1686,0
-36.3669,-64.3325,0
-17.5754,-68.0454,0
 23.8449,-93.5221,0
-20.9649,-44.4165,0
-37.9936,-63.5476,0
-15.6066,-70.3140,0
 -7.1183,-55.7087,0
-34.1668,-66.8458,0
-34.8323,-65.9739,0
-10.4757,-48.3670,0
 25.9962,-91.4278,0
-17.2580,-60.5456,0
 24.6729,-94.8658,0
  4.9971,-76.8602,0
-35.7267,-65.4751,0
-29.1566,-54.6052,0
 -7.1563,-62.0595,0
-28.1882,-55.3047,0
-36.2221,-64.0707,0
-11.6119,-58.9330,0
-36.2348,-64.2594,0
 -8.9403,-54.6017,0
-11.4810,-56.3368,0
-13.7841,-61.0955,0
-27.1422,-56.1770,0
-18.6935,-67.6728,0
-17.5910,-68.1698,0
-27.8736,-49.0096,0
-38.0899,-63.3991,0
 25.6108,-94.5881,0
-34.8831,-66.1095,0
 23.9180,-93.4788,3
-29.0124,-49.9917,0
 28.4759,-88.9566,0
-10.3824,-53.7973,0
 24.1770,-94.2032,0
-35.8025,-65.7468,0
-28.4900,-55.0427,0
-40.0597,-63.7591,0
-29.2043,-54.7805,0
 -3.5271,-51.3798,0
-10.4549,-54.0349,0
-12.5014,-55.3956,0
-15.8677,-70.2202,0
 23.8953,-93.4643,0
-28.1628,-55.2191,0
-33.9336,-67.8812,0
-37.8906,-63.6129,0
-36.2719,-64.1288,0
-39.9934,-66.8924,0
-25.8177,-49.3505,0
-27.8434,-49.4092,0
 -3.4804,-50.7029,0
 26.0992,-91.3204,0
-21.2891,-45.1081,0
-37.3737,-63.5864,0
-26.6587,-58.3627,0
-36.5622,-63.8212,0
-28.1516,-55.6212,0
-42.0848,-64.1312,0
-34.9934,-66.0229,0
-25.1860,-60.0287,0
 -9.8505,-48.3280,0
-16.6094,-69.0734,0
-38.0394,-63.6702,0
-36.7116,-64.2613,0
-29.1338,-54.7019,0
-28.1885,-48.7509,0
-30.9820,-50.7562,0
-28.0949,-55.4544,0
 25.5529,-94.8365,0
 -6.6154,-48.8401,0
 24.6617,-94.8320,0
 28.3251,-88.7892,3
-17.5956,-67.4669,0
-28.8944,-49.5280,0
 26.0096,-91.4039,0
 28.0301,-88.7623,0
 25.8324,-92.7241,0
 23.8956,-93.4076,0
-38.0097,-63.4545,0
-12.0768,-75.8398,0
-35.0442,-65.9466,0
-25.2684,-59.9516,0
-17.0369,-68.7287,0
 28.3317,-88.8047,0
-20.0683,-43.9607,0
-40.7701,-63.0876,0
-18.5587,-67.7778,0
 25.9367,-91.3602,0
-36.2781,-64.2232,0
-34.3236,-68.2528,0
-17.4737,-68.3257,0
-27.5286,-50.7973,0
-11.5034,-56.2985,0
-15.6433,-70.2258,0
-40.7066,-63.2219,0
-28.2260,-48.7567,0
-10.2796,-54.0158,0
-40.6485,-63.3341,0
 24.6745,-94.8662,0
-20.6788,-44.1769,0
-28.5457,-55.0369,0
 23.8432,-93.5109,0
-24.7574,-49.6412,0
-21.2051,-45.1298,0
-38.0333,-63.5190,0
  3.5041,-60.1854,0
-34.5811,-66.6685,0
-35.1573,-65.9852,0
-21.2116,-44.9534,0
 26.5097,-91.2807,3
-36.2199,-64.1411,0
-28.1176,-55.2254,0
-36.3798,-63.7420,0
-26.6967,-58.3138,0
-34.7407,-66.4759,0
 25.9801,-91.4111,0
 24.1579,-93.4298,3
-10.1269,-56.9187,0
-10.5015,-47.7623,0
-21.2896,-45.0924,0
